"","camera_Rank","camera_p.value","gage_Rank","gage_p.value","globaltest_Rank","globaltest_p.value","gsva_Rank","gsva_p.value","ssgsea_Rank","ssgsea_p.value","zscore_Rank","zscore_p.value","ora_Rank","ora_p.value","padog_Rank","padog_p.value","roast_Rank","roast_p.value","safe_Rank","safe_p.value","camera_adj_p.value","gage_adj_p.value","globaltest_adj_p.value","gsva_adj_p.value","ssgsea_adj_p.value","zscore_adj_p.value","ora_adj_p.value","padog_adj_p.value","roast_adj_p.value","safe_adj_p.value","combined_p.value","Avg_Rank"
"hsa00730_Thiamine_metabolism",63,0.258914370429456,283,0.983044908930557,287,0.238095238095238,117,0.160343383547944,64,0.0159818347138202,223,0.384524495045062,264,1,257,0.91,220,0.277,270,0.89,0.99400247320935,0.998519813823545,0.242243238758918,0.395834730334055,0.0723143159857519,0.503502926247345,1,1,0.367654545454546,0.962518518518519,0.859220770117612,204.8
"hsa00740_Riboflavin_metabolism",168,0.61841423233778,267,0.954841345340912,233,0.0238095238095238,164,0.29675929236038,229,0.583127810795417,253,0.671076164325464,265,1,168,0.57,275,0.749,162,0.49,0.99400247320935,0.998519813823545,0.0292116846738695,0.527656249483695,0.74087787465728,0.774522687679982,1,0.990714285714286,0.795301818181818,0.859777777777778,0.963414237630057,218.4
"hsa00750_Vitamin_B6_metabolism",149,0.559061671467401,233,0.882963754382969,286,0.23015873015873,171,0.31066630943095,187,0.309908204470969,173,0.132054843998014,120,0.0545374238430086,248,0.88,209,0.206,242,0.79,0.99400247320935,0.998519813823545,0.234987234987235,0.527656249483695,0.483920832649855,0.222890256921504,0.132707731351321,1,0.287808612440191,0.945748987854251,0.759840703820543,201.8
"hsa00760_Nicotinate_and_nicotinamide_metabolism",126,0.479064421260968,247,0.910719255205354,273,0.0873015873015873,218,0.533093365502493,151,0.172706672555066,123,0.044408164031497,173,0.237526135187899,227,0.83,64,0.005,208,0.64,0.99400247320935,0.998519813823545,0.0920291100796516,0.714051663884073,0.333975817126353,0.104937814604497,0.400911164594605,1,0.0214705882352941,0.892222222222222,0.34594528850539,181
"hsa00770_Pantothenate_and_CoA_biosynthesis",188,0.656731297792143,170,0.710623259598949,40,0.00793650793650794,154,0.256637196987965,266,0.816793242253564,172,0.130271277733957,154,0.15488679010602,38,0.08,63,0.005,6,0.02,0.99400247320935,0.998519813823545,0.0124594640723673,0.486610789094064,0.89663017570692,0.22115821568788,0.29178672716747,0.598974358974359,0.0214705882352941,0.776595744680851,0.196185508102254,125.1
"hsa00780_Biotin_metabolism",100,0.395139789022559,105,0.527130869607454,269,0.0793650793650794,28,0.0191537032864234,111,0.0801785275537487,161,0.10013374031434,266,1,169,0.58,155,0.056,202,0.62,0.99400247320935,0.998519813823545,0.0852007469654528,0.190906574234221,0.210920090501753,0.181609019700542,1,1,0.105496774193548,0.892222222222222,0.489378988845045,156.6
"hsa00785_Lipoic_acid_metabolism",92,0.381150670333899,185,0.746362232400023,266,0.0634920634920635,70,0.0581705023421222,271,0.850987230352931,156,0.0939652597645552,267,1,126,0.43,74,0.007,164,0.49,0.99400247320935,0.998519813823545,0.069437013257238,0.237035848858501,0.912447559437356,0.175883691354167,1,0.990714285714286,0.02555,0.859777777777778,0.48682838255135,167.1
"hsa00790_Folate_biosynthesis",18,0.115174212297784,153,0.661605745333003,261,0.0476190476190476,9,0.00255580734563085,124,0.107330277527153,57,0.00279321975831316,268,1,129,0.46,13,0.001,190,0.57,0.99400247320935,0.998519813823545,0.0528698171283723,0.0829217494360231,0.252745492241359,0.0142831963715257,1,0.990714285714286,0.00941935483870968,0.866875,0.0459574425238858,122.2
"hsa00830_Retinol_metabolism",256,0.905020532492503,159,0.678375749983887,262,0.0476190476190476,229,0.604792761264792,265,0.809214462610795,170,0.127586381574873,136,0.104507339162767,258,0.92,180,0.109,259,0.85,0.994567650694826,0.998519813823545,0.0528698171283723,0.762441910145844,0.891662728612649,0.219148373058017,0.224383404672999,1,0.176822222222222,0.947328244274809,0.700132978584997,217.4
"hsa00860_Porphyrin_and_chlorophyll_metabolism",254,0.899408998363193,23,0.178286741795698,65,0.00793650793650794,206,0.486586689244975,280,0.903470702162413,203,0.267490380740332,186,0.305647362684297,41,0.1,226,0.327,79,0.22,0.994567650694826,0.998519813823545,0.0124594640723673,0.687258306528536,0.942190875112231,0.384764488552595,0.479833494106531,0.655510204081633,0.422495575221239,0.776595744680851,0.7100281941948,156.3
"hsa00900_Terpenoid_backbone_biosynthesis",4,0.0392248659747238,47,0.314728507007492,24,0.00793650793650794,20,0.0101160489868164,7,6.70204395439685e-05,31,0.000680447826812158,269,1,34,0.07,73,0.007,9,0.03,0.99400247320935,0.998519813823545,0.0124594640723673,0.14769431520752,0.00279570976383411,0.00621852710795325,1,0.598974358974359,0.02555,0.776595744680851,0.00181193217910195,51.8
"hsa00910_Nitrogen_metabolism",286,0.982859591105259,25,0.187808947612216,217,0.0238095238095238,220,0.542027475882222,32,0.00250497023270228,245,0.584470858567391,270,1,215,0.77,241,0.438,210,0.65,0.994567650694826,0.998519813823545,0.0292116846738695,0.716562900116255,0.0228578533734083,0.696593839598687,1,1,0.530688796680498,0.892222222222222,0.618859254023582,196.1
"hsa00920_Sulfur_metabolism",158,0.579795620488082,156,0.673703428195415,291,0.507936507936508,86,0.0872110371320097,171,0.260755502463917,174,0.134908764504405,271,1,292,1,190,0.122,292,1,0.99400247320935,0.998519813823545,0.509681994218077,0.293899572568032,0.441781395313976,0.226398616294748,1,1,0.187494736842105,1,0.923934450016071,208.1
"hsa00970_Aminoacyl-tRNA_biosynthesis",201,0.696215602251583,17,0.147593739105083,13,0.00793650793650794,273,0.85427137768786,14,0.000378548405845153,187,0.212715275259852,75,0.00794561836265606,35,0.08,39,0.002,73,0.2,0.99400247320935,0.998519813823545,0.0124594640723673,0.912136899233025,0.0072581269183561,0.332154333560839,0.0309349408252743,0.598974358974359,0.0124255319148936,0.776595744680851,0.00817502294049439,92.7
"hsa00980_Metabolism_of_xenobiotics_by_cytochrome_P450",290,0.990769912959014,45,0.304070465663671,156,0.00793650793650794,283,0.918659851020791,146,0.164891389804747,163,0.103905825574761,212,0.470806273136593,118,0.39,187,0.118,158,0.48,0.994567650694826,0.998519813823545,0.0124594640723673,0.941428643045967,0.329782779609495,0.186138043360922,0.645424562234203,0.956974789915967,0.183276595744681,0.859777777777778,0.512379084018281,175.8
"hsa00982_Drug_metabolism_-_cytochrome_P450",220,0.764505497340869,104,0.526236216021391,227,0.0238095238095238,227,0.600459814715871,218,0.501571364197529,211,0.310504829059193,141,0.119566429510016,180,0.63,231,0.367,231,0.73,0.994567650694826,0.998519813823545,0.0292116846738695,0.762441910145844,0.671829533695773,0.429703365333101,0.244915765217508,1,0.46391341991342,0.918793103448276,0.797354931317117,199
"hsa00983_Drug_metabolism_-_other_enzymes",170,0.621030086798562,155,0.669328764445707,168,0.00793650793650794,228,0.602648913743833,80,0.0280022526463874,221,0.361427921973931,190,0.331167410498061,115,0.37,252,0.544,117,0.34,0.99400247320935,0.998519813823545,0.0124594640723673,0.762441910145844,0.102208222159314,0.477542774734786,0.506287350080805,0.939478260869565,0.630349206349206,0.84135593220339,0.579352129575976,169.6
"hsa01040_Biosynthesis_of_unsaturated_fatty_acids",178,0.639441944134006,13,0.123390007229548,14,0.00793650793650794,211,0.503616125593297,148,0.169104619540213,204,0.273198166624261,165,0.193501045057823,152,0.53,144,0.044,289,0.99,0.99400247320935,0.998519813823545,0.0124594640723673,0.694773891824361,0.33253918633981,0.391048356148452,0.340375332270388,0.990714285714286,0.0892222222222222,1,0.420939660416832,151.8
"hsa01100_Metabolic_pathways",252,0.888103459868545,266,0.952821784262227,117,0.00793650793650794,261,0.756929767308015,225,0.541351403375933,19,0.000259310463396691,1,1.06888299211319e-10,223,0.82,108,0.018,177,0.53,0.994567650694826,0.998519813823545,0.0124594640723673,0.845285827339908,0.702553821270099,0.00398519238483335,3.12113833697052e-08,1,0.0486666666666667,0.859777777777778,3.75040072884555e-06,164.9
"hsa01200_Carbon_metabolism",289,0.990241943884472,183,0.729440678187731,85,0.00793650793650794,268,0.783896047021828,247,0.707317063080018,164,0.110836121648135,96,0.0213702558357947,133,0.48,156,0.059,110,0.32,0.994567650694826,0.998519813823545,0.0124594640723673,0.854095693023783,0.836180495624961,0.197342362934483,0.0650011948338755,0.990714285714286,0.110435897435897,0.830689655172414,0.290453397601687,173.1
"hsa01210_2-Oxocarboxylic_acid_metabolism",71,0.306742390376772,269,0.962035864389134,212,0.0158730158730159,69,0.0544620472000559,130,0.120797280032363,225,0.406958695108071,155,0.15488679010602,167,0.57,181,0.112,146,0.44,0.99400247320935,0.998519813823545,0.0215577703949797,0.230477069310381,0.271329275149615,0.528141950984697,0.29178672716747,0.990714285714286,0.180685082872928,0.859777777777778,0.414005878657039,162.5
"hsa01212_Fatty_acid_metabolism",81,0.357683905943226,43,0.278328672855647,27,0.00793650793650794,84,0.0853635969747952,96,0.0451026313891283,94,0.0139665598554697,34,0.00102944714629423,120,0.4,78,0.007,253,0.83,0.99400247320935,0.998519813823545,0.0124594640723673,0.293899572568032,0.137187170475265,0.0430497733737768,0.00884113431523278,0.965289256198347,0.02555,0.947328244274809,0.00775895198906724,91
"hsa01230_Biosynthesis_of_amino_acids",248,0.87335707748623,84,0.45195047779806,10,0.00793650793650794,224,0.569903313879069,138,0.147172576500094,237,0.50691300568335,30,0.000598621693386214,30,0.07,212,0.217,93,0.25,0.994567650694826,0.998519813823545,0.0124594640723673,0.742909677020929,0.311408640130635,0.617249326718402,0.00582658448229248,0.598974358974359,0.29888679245283,0.776595744680851,0.137706516310807,130.6
"hsa02010_ABC_transporters",199,0.686128998909935,94,0.499574570831856,271,0.0793650793650794,200,0.458316871243855,207,0.449290873103401,243,0.552594061520593,272,1,242,0.87,244,0.484,204,0.63,0.99400247320935,0.998519813823545,0.0852007469654528,0.669118161753345,0.628323301645653,0.664022493679067,1,1,0.579213114754098,0.892222222222222,0.984977850423083,217.6
"hsa03008_Ribosome_biogenesis_in_eukaryotes",138,0.521694026364296,92,0.492592952583044,228,0.0238095238095238,161,0.28855312081538,84,0.032552404232447,249,0.620009316496526,33,0.000909063114895905,233,0.85,258,0.604,188,0.57,0.99400247320935,0.998519813823545,0.0292116846738695,0.521923339783485,0.113158357569935,0.724200639029304,0.00804383119847286,1,0.683596899224806,0.866875,0.239030205577838,166.4
"hsa03010_Ribosome",292,0.994567650694826,196,0.777034716106939,69,0.00793650793650794,272,0.854101388529776,292,0.997517327573112,131,0.0544025190261414,228,0.712463283564706,145,0.52,92,0.012,151,0.46,0.994567650694826,0.998519813823545,0.0124594640723673,0.912136899233025,0.997517327573112,0.120647360724498,0.912452977196904,0.990714285714286,0.0368842105263158,0.859777777777778,0.438873897779494,186.8
"hsa03013_RNA_transport",250,0.880561566880346,259,0.933372451986305,185,0.00793650793650794,253,0.679661323638538,198,0.393988906900653,119,0.0375836950920536,210,0.467524158462178,286,1,134,0.037,291,1,0.994567650694826,0.998519813823545,0.0124594640723673,0.782326545953961,0.580867548856704,0.0919031799787499,0.645424562234203,1,0.0806268656716418,1,0.394346359475045,218.5
"hsa03015_mRNA_surveillance_pathway",68,0.289281319060472,151,0.656633192246622,200,0.0158730158730159,29,0.0194869935525166,25,0.00192790679823334,24,0.000444456018074022,116,0.0517670089197993,208,0.75,52,0.003,161,0.49,0.99400247320935,0.998519813823545,0.0215577703949797,0.190906574234221,0.0224988309421895,0.00526769091563264,0.129196295765653,1,0.0159272727272727,0.859777777777778,0.00297497800358702,103.4
"hsa03018_RNA_degradation",65,0.278632497408431,108,0.541787890535051,164,0.00793650793650794,73,0.0693014465068044,110,0.0800413858693065,81,0.00862120533048841,158,0.160850730519242,117,0.39,142,0.043,55,0.16,0.99400247320935,0.998519813823545,0.0124594640723673,0.273323592747421,0.210920090501753,0.0310789130432422,0.297268438681131,0.956974789915967,0.0884225352112676,0.776595744680851,0.0819090910109484,107.3
"hsa03020_RNA_polymerase",44,0.216522670693636,76,0.42914753893627,270,0.0793650793650794,88,0.0885724739246123,71,0.0197180962201547,66,0.00524305379959172,180,0.25863297131938,164,0.56,70,0.006,156,0.47,0.99400247320935,0.998519813823545,0.0852007469654528,0.293899572568032,0.0810941422011996,0.0228681714628095,0.419560153473661,0.990714285714286,0.0243333333333333,0.859777777777778,0.0790968579175172,118.5
"hsa03022_Basal_transcription_factors",244,0.864097772324066,15,0.133704786593782,23,0.00793650793650794,248,0.654366303390913,257,0.763235371842347,230,0.438875130889899,124,0.0631600253430285,12,0.02,221,0.281,116,0.33,0.994567650694826,0.998519813823545,0.0124594640723673,0.768407117093381,0.858837236107331,0.554969392878448,0.147541819201315,0.417142857142857,0.371276018099548,0.830689655172414,0.539965178442144,149
"hsa03030_DNA_replication",185,0.651154683723217,176,0.718137207015053,83,0.00793650793650794,127,0.191014119534145,209,0.45309720948982,133,0.0563357547954036,273,1,269,0.94,149,0.048,288,0.99,0.99400247320935,0.998519813823545,0.0124594640723673,0.426187359507101,0.628323301645653,0.12352488310301,1,1,0.0940671140939597,1,0.437414072994805,189.2
"hsa03040_Spliceosome",129,0.484600200546356,207,0.821640673582313,107,0.00793650793650794,184,0.378296966789384,142,0.156658752420582,47,0.00174458735922537,147,0.123296635229362,187,0.65,22,0.001,135,0.4,0.99400247320935,0.998519813823545,0.0124594640723673,0.600340838600544,0.322143350047956,0.0108387129551874,0.244915765217508,1,0.00941935483870968,0.858823529411765,0.0291933114027331,130.7
"hsa03050_Proteasome",209,0.718550274507318,287,0.988622073341818,281,0.126984126984127,64,0.0499887406293388,197,0.385801622133139,107,0.0206000723286713,274,1,284,0.98,95,0.012,280,0.95,0.99400247320935,0.998519813823545,0.131955035869627,0.228073629121358,0.571848089659272,0.0562170198128226,1,1,0.0368842105263158,0.990714285714286,0.426144439647949,207.8
"hsa03060_Protein_export",32,0.164328552534716,22,0.176698220374927,221,0.0238095238095238,23,0.0141244151035815,189,0.316055140378205,73,0.006450824705047,93,0.0191682148590693,60,0.15,32,0.002,48,0.15,0.99400247320935,0.998519813823545,0.0292116846738695,0.179318661315035,0.488296830637228,0.025803298820188,0.0601840724607336,0.718032786885246,0.0124255319148936,0.776595744680851,0.0210199042276158,79.3
"hsa03320_PPAR_signaling_pathway",29,0.149812556565715,88,0.465893637031705,225,0.0238095238095238,42,0.0299987944006763,27,0.00218294109773562,30,0.000656625993402746,102,0.0296281683995529,174,0.61,84,0.009,145,0.44,0.99400247320935,0.998519813823545,0.0292116846738695,0.203310784276946,0.0224988309421895,0.00621852710795325,0.0839944191521304,1,0.0309176470588235,0.859777777777778,0.00467754358271533,94.6
"hsa03410_Base_excision_repair",64,0.270043247664667,98,0.507013686590708,194,0.0158730158730159,81,0.0832353431854994,164,0.236963152270174,125,0.0454396709461071,275,1,135,0.48,179,0.106,144,0.43,0.99400247320935,0.998519813823545,0.0215577703949797,0.293899572568032,0.421910002822505,0.106147071330106,1,0.990714285714286,0.172916201117318,0.859777777777778,0.446686418226233,145.9
"hsa03420_Nucleotide_excision_repair",8,0.0576243027084857,6,0.0530616205533722,4,0.00793650793650794,54,0.039445138512249,1,1.50803401394811e-06,38,0.00118779151161904,127,0.068282597406526,2,1e-04,15,0.001,39,0.13,0.99400247320935,0.998519813823545,0.0124594640723673,0.213054447137564,0.000440345932072847,0.00896430773487674,0.15699620821028,0.00292,0.00941935483870968,0.776595744680851,3.50932645414553e-06,29.4
"hsa03430_Mismatch_repair",88,0.370007867466427,195,0.772704076552975,188,0.0158730158730159,103,0.123398747267785,85,0.0329687577769478,114,0.0265913787021851,166,0.193501045057823,216,0.77,103,0.017,247,0.8,0.99400247320935,0.998519813823545,0.0215577703949797,0.349829458273722,0.11325737965728,0.0681112507108602,0.340375332270388,1,0.0481941747572816,0.945748987854251,0.112972138963181,150.5
"hsa03440_Homologous_recombination",197,0.682553271265015,212,0.829196648692489,11,0.00793650793650794,266,0.774002857671915,254,0.743050401731898,130,0.0527885491975671,188,0.318526308064969,153,0.53,31,0.001,263,0.86,0.99400247320935,0.998519813823545,0.0124594640723673,0.849657272331576,0.853721945778657,0.118571202812997,0.494732350824314,0.990714285714286,0.00941935483870968,0.947910447761194,0.218977513476366,170.5
"hsa03450_Non-homologous_end-joining",246,0.871948686087806,24,0.179081707755658,229,0.0238095238095238,30,0.0208529256725521,249,0.722010160012893,290,0.972389333972352,139,0.114432297358961,48,0.11,235,0.404,118,0.34,0.994567650694826,0.998519813823545,0.0292116846738695,0.190906574234221,0.846694645476967,0.979095467310092,0.240390149847601,0.655510204081633,0.501991489361702,0.84135593220339,0.704973275927005,160.8
"hsa03460_Fanconi_anemia_pathway",214,0.738703968570419,252,0.917551788911931,195,0.0158730158730159,254,0.680516926959952,203,0.426873746893578,129,0.0522348427404356,89,0.0139071429457737,243,0.87,130,0.033,271,0.91,0.994567650694826,0.998519813823545,0.0215577703949797,0.782326545953961,0.614025291098152,0.118237008373699,0.0456279296647855,1,0.0741230769230769,0.973333333333333,0.206956307782871,198
"hsa04010_MAPK_signaling_pathway",242,0.863005816340521,48,0.318350650838211,154,0.00793650793650794,183,0.375143508687573,268,0.831864636605286,62,0.00388870910608551,105,0.0319775757829851,72,0.22,114,0.021,50,0.16,0.994567650694826,0.998519813823545,0.0124594640723673,0.598589642277438,0.904334262311075,0.0183145654673705,0.0889281155107775,0.88,0.0533217391304348,0.776595744680851,0.0788008301698131,129.8
"hsa04012_ErbB_signaling_pathway",62,0.257235648723458,63,0.400383372917881,136,0.00793650793650794,21,0.0127206035402113,79,0.0270506401855628,27,0.00056074449565688,221,0.548771439770244,66,0.17,7,0.001,54,0.16,0.99400247320935,0.998519813823545,0.0124594640723673,0.176876963511509,0.0999846447365105,0.00606434787895588,0.72507357652901,0.752121212121212,0.00941935483870968,0.776595744680851,0.00857435084746738,73.6
"hsa04014_Ras_signaling_pathway",112,0.423571118841096,206,0.812593043150054,139,0.00793650793650794,65,0.0513060224102229,217,0.487513027537617,8,6.29673132860686e-05,37,0.00123308813448617,183,0.64,59,0.004,134,0.4,0.99400247320935,0.998519813823545,0.0124594640723673,0.230477069310381,0.656008313552922,0.0022983069349415,0.00973139825053953,1,0.0188387096774194,0.858823529411765,0.00258246077882615,116
"hsa04015_Rap1_signaling_pathway",161,0.592444120233241,165,0.692968089626199,161,0.00793650793650794,158,0.269611019758882,259,0.767724147715359,15,0.000170732078093417,16,0.000157029253606858,209,0.75,24,0.001,131,0.39,0.99400247320935,0.998519813823545,0.0124594640723673,0.498268466896163,0.858837236107331,0.00331523646088007,0.00243459846647767,1,0.00941935483870968,0.856240601503759,0.00171349389413067,129.9
"hsa04020_Calcium_signaling_pathway",57,0.239848879115077,119,0.564383200941674,41,0.00793650793650794,67,0.0539365546003007,114,0.0873926601731251,14,0.000147478356351196,70,0.00726877892882494,44,0.11,79,0.007,63,0.19,0.99400247320935,0.998519813823545,0.0124594640723673,0.230477069310381,0.223847866408356,0.00307597714675351,0.0298941330593927,0.655510204081633,0.02555,0.776595744680851,0.00277608162941571,66.8
"hsa04022_cGMP-PKG_signaling_pathway",163,0.594172292111008,82,0.449165727203284,75,0.00793650793650794,243,0.642936937677909,214,0.463987195913322,77,0.00734923815889121,58,0.00429132666575947,45,0.11,113,0.021,20,0.08,0.99400247320935,0.998519813823545,0.0124594640723673,0.768390403265241,0.633104024330327,0.0278506349004001,0.0215131875950414,0.655510204081633,0.0533217391304348,0.776595744680851,0.0404061076507803,109
"hsa04024_cAMP_signaling_pathway",258,0.908109322802045,222,0.850446348105102,98,0.00793650793650794,249,0.655251274507712,117,0.0931462315233048,95,0.0140059194195507,138,0.109277603942489,108,0.34,158,0.061,69,0.2,0.994567650694826,0.998519813823545,0.0124594640723673,0.768407117093381,0.232467517989786,0.0430497733737768,0.231225075008745,0.904424778761062,0.11273417721519,0.776595744680851,0.149290909391022,151.2
"hsa04060_Cytokine-cytokine_receptor_interaction",114,0.4366852458853,284,0.983825184329593,144,0.00793650793650794,75,0.0702029775892348,23,0.00141847810526979,218,0.346395492127381,111,0.0398677894461646,144,0.51,228,0.33,130,0.39,0.99400247320935,0.998519813823545,0.0124594640723673,0.273323592747421,0.0180085046408164,0.463979283033006,0.104877428092613,0.990714285714286,0.422631578947368,0.856240601503759,0.12149246915826,147.1
"hsa04062_Chemokine_signaling_pathway",146,0.550984518858335,290,0.993186148577263,91,0.00793650793650794,205,0.481578683090323,202,0.409282146614478,71,0.00620701501916149,40,0.00152421715680038,97,0.31,54,0.003,178,0.53,0.99400247320935,0.998519813823545,0.0124594640723673,0.685955977865241,0.591635578274393,0.025527442050636,0.0107204632806419,0.887450980392157,0.0159272727272727,0.859777777777778,0.0161615017299874,137.4
"hsa04064_NF-kappa_B_signaling_pathway",80,0.348930656841766,133,0.614628785393851,130,0.00793650793650794,102,0.123275889745024,30,0.00235043608466507,271,0.830271615305664,43,0.00169978455686759,238,0.86,283,0.893,220,0.71,0.99400247320935,0.998519813823545,0.0124594640723673,0.349829458273722,0.0225983582054011,0.894610006159609,0.0115427230373334,1,0.921399293286219,0.918793103448276,0.110703784485345,153
"hsa04066_HIF-1_signaling_pathway",224,0.783949491284958,80,0.43756537614651,105,0.00793650793650794,281,0.883475594588312,205,0.436580706169125,181,0.174672496868499,46,0.00224436971964393,52,0.12,185,0.116,75,0.21,0.994567650694826,0.998519813823545,0.0124594640723673,0.918060048468993,0.621861298543339,0.28179209439559,0.014246868655131,0.673846153846154,0.183091891891892,0.776595744680851,0.178320029351474,143.4
"hsa04068_FoxO_signaling_pathway",73,0.322033654906752,56,0.368885258994493,96,0.00793650793650794,60,0.0463374320221217,67,0.0167261989396653,25,0.000451000934557589,5,4.61286702428182e-07,73,0.22,49,0.003,41,0.14,0.99400247320935,0.998519813823545,0.0124594640723673,0.222200333333677,0.0723143159857519,0.00526769091563264,2.69391434218058e-05,0.88,0.0159272727272727,0.776595744680851,1.64969791785635e-05,54.5
"hsa04070_Phosphatidylinositol_signaling_system",177,0.638638386039994,182,0.728577392308665,68,0.00793650793650794,241,0.635945791740768,55,0.01007167623255,74,0.00656709716598587,123,0.0620271809754159,210,0.75,27,0.001,170,0.51,0.99400247320935,0.998519813823545,0.0124594640723673,0.768390403265241,0.0534714447255381,0.025913410438755,0.147251519063589,1,0.00941935483870968,0.859777777777778,0.015636836422177,132.7
"hsa04071_Sphingolipid_signaling_pathway",176,0.636163933324387,230,0.870015465343566,86,0.00793650793650794,144,0.236945383787436,118,0.0957173471261704,63,0.00438423779320965,133,0.0941096320131467,65,0.17,25,0.001,136,0.4,0.99400247320935,0.998519813823545,0.0124594640723673,0.477535129883134,0.236859875939337,0.0203205942161463,0.206616635698036,0.752121212121212,0.00941935483870968,0.858823529411765,0.0242005045669283,117.6
"hsa04080_Neuroactive_ligand-receptor_interaction",184,0.648395906656242,203,0.800854208843913,81,0.00793650793650794,221,0.542330140156481,252,0.735905761697705,92,0.0135988765753399,4,5.07049223834453e-08,142,0.5,167,0.071,97,0.28,0.99400247320935,0.998519813823545,0.0124594640723673,0.716562900116255,0.85271620006242,0.0430497733737768,3.70145933399151e-06,0.990714285714286,0.12414371257485,0.822135922330097,0.000897768453302646,144.3
"hsa04110_Cell_cycle",271,0.951362362065304,129,0.601115549730556,176,0.00793650793650794,188,0.400995428524098,289,0.965664296277907,150,0.0822726055955228,137,0.107344698498122,268,0.94,28,0.001,287,0.98,0.994567650694826,0.998519813823545,0.0124594640723673,0.620040122130764,0.975688493125082,0.160157338892618,0.228793080010596,1,0.00941935483870968,0.997073170731707,0.174623714980926,192.3
"hsa04114_Oocyte_meiosis",241,0.839807965040142,139,0.631723306966739,55,0.00793650793650794,196,0.424446393831092,113,0.0854316363848521,160,0.0989145020162154,32,0.000803691025094522,63,0.16,82,0.008,109,0.32,0.994567650694826,0.998519813823545,0.0124594640723673,0.6323385050953,0.220761396675901,0.180518966179593,0.00733368060398752,0.741587301587302,0.028144578313253,0.830689655172414,0.0255452637102684,119
"hsa04115_p53_signaling_pathway",123,0.467557274282281,18,0.14902193471804,42,0.00793650793650794,157,0.269398870337369,106,0.0761668189020037,262,0.743570325291239,214,0.475742822534832,178,0.62,268,0.701,226,0.72,0.99400247320935,0.998519813823545,0.0124594640723673,0.498268466896163,0.209818029428161,0.828711965591762,0.649144412056873,1,0.763776119402985,0.918793103448276,0.761921211243833,159.4
"hsa04120_Ubiquitin_mediated_proteolysis",133,0.503785472171108,146,0.653783333415068,226,0.0238095238095238,178,0.347119219776856,69,0.0171629247343238,39,0.00119728767691847,195,0.358118140697879,229,0.84,65,0.005,228,0.73,0.99400247320935,0.998519813823545,0.0292116846738695,0.569431529072146,0.0726315075713413,0.00896430773487674,0.536258959404003,1,0.0214705882352941,0.918793103448276,0.0435212130245818,150.8
"hsa04122_Sulfur_relay_system",147,0.554869238382412,254,0.924762454778648,292,0.587301587301587,116,0.159844032206229,270,0.836970047415824,176,0.136774569307284,276,1,271,0.94,207,0.188,275,0.92,0.99400247320935,0.998519813823545,0.587301587301587,0.395834730334055,0.905167606834891,0.22692144453254,1,1,0.26519806763285,0.973333333333333,0.98503535103896,228.4
"hsa04130_SNARE_interactions_in_vesicular_transport",217,0.753599926964918,31,0.201536232662126,119,0.00793650793650794,234,0.613179956874123,213,0.462827245087721,146,0.0701442956739496,110,0.0397692423837258,57,0.15,145,0.046,111,0.32,0.994567650694826,0.998519813823545,0.0124594640723673,0.762441910145844,0.633104024330327,0.140288591347899,0.104877428092613,0.718032786885246,0.092,0.830689655172414,0.221866448119536,138.3
"hsa04140_Regulation_of_autophagy",86,0.367931825700509,227,0.863251958192279,112,0.00793650793650794,91,0.0948411861543551,17,0.000727863163582539,36,0.000804018369167724,11,2.56887479061199e-05,224,0.82,46,0.002,233,0.74,0.99400247320935,0.998519813823545,0.0124594640723673,0.301256666527961,0.0125021202215354,0.00652148232769376,0.000681919489871548,1,0.0124255319148936,0.923418803418803,6.78786637014829e-05,108.3
"hsa04141_Protein_processing_in_endoplasmic_reticulum",48,0.226336835474143,35,0.23922860528075,132,0.00793650793650794,59,0.044744004566284,49,0.00634172150626942,5,4.79225889788461e-05,7,3.53397888092151e-06,50,0.12,51,0.003,10,0.04,0.99400247320935,0.998519813823545,0.0124594640723673,0.221444903955168,0.0377914832618504,0.00221200144158976,0.000147417404747011,0.673846153846154,0.0159272727272727,0.776595744680851,1.55166941848345e-05,44.6
"hsa04142_Lysosome",103,0.404494209070345,20,0.164704809708142,90,0.00793650793650794,159,0.272417101465556,177,0.269128533566967,115,0.0268441716548521,3,2.188101202224e-08,71,0.22,165,0.07,37,0.13,0.99400247320935,0.998519813823545,0.0124594640723673,0.500288010238632,0.441781395313976,0.0681608532453635,2.12975183683136e-06,0.88,0.123132530120482,0.776595744680851,0.000392901924480401,94
"hsa04144_Endocytosis",52,0.234905454010467,3,0.0295817938273346,56,0.00793650793650794,32,0.0218701407519725,58,0.010745572100381,3,5.24925825442795e-06,20,0.000166753319621758,1,1e-04,16,0.001,14,0.06,0.99400247320935,0.998519813823545,0.0124594640723673,0.190906574234221,0.0540983974708835,0.000510927803430987,0.00243459846647767,0.00292,0.00941935483870968,0.776595744680851,6.39253126571367e-07,25.5
"hsa04145_Phagosome",273,0.959249016759151,210,0.826096881333682,172,0.00793650793650794,242,0.637640189507495,234,0.615646504828057,124,0.0445626335991699,47,0.0028542158234983,241,0.87,55,0.003,205,0.64,0.994567650694826,0.998519813823545,0.0124594640723673,0.768390403265241,0.766663284650083,0.104937814604497,0.0175566671847585,1,0.0159272727272727,0.892222222222222,0.0559383920087554,180.3
